"cod_scuola","nome_scuola","indirizzo_scuola","sito_scuola","scuola_paritaria","id_provincia","id_regione","id_comune","comune_scuola","num_diplomati_x_coorte","indice_fga","fga_forchetta_bassa","fga_forchetta_alta","indice_perc_cfu","indice_media_voti","completamento_pct","tasso_immatricolazione_pct","tasso_non_immatricolazione_pct","abbandono_pct","voto_medio_immatricolati","voto_medio_non_immatricolati","comune_di_ricerca","raggio_km_ricerca","tipologia_ricerca","tasso_precariato_docenti_pct","pct_tempo_indeterminato","fasce_eta_tempo_determinato","fasce_eta_tempo_indeterminato","anno_scolastico_personale","trasferiti_pct_scuola","trasferiti_pct_regione","trasferiti_pct_italia","pensionati_pct_scuola","pensionati_pct_regione","pensionati_pct_italia","ANNOSCOLASTICO","ORDINESCUOLA","ANNOCORSOCLASSE","CLASSI","ALUNNIMASCHI","ALUNNIFEMMINE","sigla_provincia","denominazione_provincia","id_regione (Right)","Provincia","Regione","Sigla Provincia","Alunni Totali","Percentuale Alunni ITA","Percentuale Alunni NITA","Totale alunni Femmine","Totale Alunni Maschi","Media Alunni per classe","Totale Classi","Percentuali Alunni Femmine","Percentuali Alunni Maschi","ATA titolari","ATA supplenti","Totale ATA","Percentuale ATA titolari","Percentuali ATA Supplenti","Docenti Totali","Docenti titolari","Docenti Supplenti","Percentuali Docenti Titolari","Percentuali Docenti Supplenti","Posti vacanti per Docente Normale","Posti vacanti per Docente Sostegno","Totale Posti vacanti","Punteggio Invalsi Inglese Listening","Punteggio Invalsi Inglese Reading","Punteggio Invalsi Italiano","Punteggio Invalsi Matematica)","Participation in life-long learning","Participation in the school system of children aged 4-5","People having completed tertiary education (ISCED 5 6 7 or 8)","People not in education employment or training (NEET)","People with at least upper secondary education level (25-64 years old)","Average annual per capita amount of pension income","Average annual salary of employees","Average disposable income per capita","Bad loan entry rate of bank loans to households","Brain circulation (Italians 25-39 years old)","Burglaries reported","Deadly crimes reported","Electricity from renewable sources","Employment rate (20-64 years old)","Hospital patient emigration to a different region","Inadequate level of literacy (students in grade 8)","Inadequate level of numeracy (students in grade 8)","Intentional homicide rate","Irregularities in electric power distribution","Life expectancy at birth","Medical specialists","Municipal councilors under the age of 40","Municipal waste generated","Non-participation rate","Overall Fixed Very High Capacity Network (VHCN) coverage","PM10 Annual average concentration","PM2.5 Annual average concentration","Paid days in the year (employees)","Pensioners with a low pension income","Pick-pocketings reported","Prison density","Road accidents mortality rate (15-34 years old)","Road mortality in non-urban roads","Robberies reported","Seat-Km of public transport networks","Separate collection of municipal waste","Separate collection service for municipal waste","Soil sealing from artificial land cover","Spread of agritourism farms","Urban green","Voter turnout (Regional Councils)","Women municipal councilors","Youth's employment rate (15-29 years old)","Youth's non-participation rate","codice_provincia","anno","Pop25Y0","Pop25Y1","Pop25Y2","Pop25Y3","Pop25Y4","Pop25Y5","Pop25Y6","Pop25Y7","Pop25Y8","Pop25Y9","Pop25Y10","Pop25Y11","Pop25Y12","Pop25Y13","Pop25Y14","Pop25Y15","Pop25Y16","Pop25Y17","Pop25Y18","Pop25Y19","Pop25Y20","area","Indice di svantaggio","Stipendio Medio"
"PAPS060003","ERNESTO BASILE","VIA SAN CIRO 23","http://www.liceobasile.gov.it/",0,82,19,82053,"Palermo",64,72.54,67.33,78.28,72.39,26.72,6.4,90.63,9.37,13.02,87.96,76.41,"Palermo",10,"Scientifico",12.5,87.4,"[2.5, 7.5, 2.5, 0.0]","[2.5, 11.2, 41.2, 32.5]","Docenti per fasce di età (%) (A.S. 2025/26)",3,7,6,1.4,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,8,84,57,"PA","Palermo",19,"Palermo","Sicilia","PA",52910,97.06,2.94,25724,27186,17.9267673378076,2788,48.618408618408615,51.381591381591385,4505,1089,5594,80.53,19.47,7607,6154,1453,80.9,19.1,166,"39",205,195.67502654346725,191.60960228671576,165.181520659913,172.19867610914875,7.8,93.9,23.6,29.1,55.5,19885.2,17910.7,17078.4,1.3,-25.9,108.5,2.7,31.7,46.5,5.3,51.9,62.9,0.3,5.4,81.8,41.6,29.5,466,34.3,80.7,32,14,74,12.2,137.7,105.9,0.5,5,46.4,1633,36.7,39.6,5.72,2.1,12.1,,39.3,18.2,55.4,"ITG12",2025,8749,9434,9799,9760,10087,10447,10722,10937,10742,11302,11623,11318,11945,11952,12337,12664,12700,12768,12903,13190,13402,"Isole",1.4,"1379.07"
"MEPS010008","ARCHIMEDE","VLE REGINA MARGHERITA 3","http://liceoarchimedeme.it/",0,83,19,83048,"Messina",122,88.09,84.12,92.43,91.08,28.21,8.04,92.9,7.1,13.93,92.39,88.77,"Messina",10,"Scientifico",0.8,99.2,"[0.0, 0.0, 0.8, 0.0]","[3.4, 11.9, 36.4, 47.5]","Docenti per fasce di età (%) (A.S. 2025/26)",3.7,7,6,4.4,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,10,120,96,"ME","Messina",19,"Messina","Sicilia","ME",25846,94.99,5.01,12583,13263,16.154404761904757,1470,48.68451597926178,51.31548402073822,2308,659,2967,77.79,22.21,3604,3094,510,85.85,14.15,107,"19",126,198.69555570012176,198.24758803233425,173.52394739535623,179.499787728066,5.5,93.4,19.2,27.3,53.2,19494.6,15684,17818.3,1.2,-35.3,71.8,3.2,11.5,48.8,7.7,42.7,54.5,0.5,4,81.7,47.8,30.2,436,34.8,68.6,21,11,68.7,13.7,19.4,59.6,0.8,4.9,14.5,1525,63.3,47.4,6.03,3.5,6.3,,38.8,26.5,48,"ITG13",2025,3583,3842,3947,4143,4198,4313,4545,4764,4576,4701,5022,4967,5129,5176,5458,5383,5653,5783,5817,5774,6019,"Isole",1.41,"1566.67"
"VCPS021016","AMEDEO AVOGADRO","CSO PALESTRO 29","http://iisavogadrovc.gov.it",0,2,1,2158,"Vercelli",24,58.5,50.32,67.67,63.09,24.47,6.07,88.89,11.11,16.67,78.31,66.25,"Novara",10,"Scientifico - Sportivo",30.2,69.7,"[12.1, 9.8, 5.3, 3.0]","[9.1, 15.9, 15.9, 28.8]","Docenti per fasce di età (%) (A.S. 2025/26)",2.2,5.5,6,4.4,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,6,72,40,"VC","Vercelli",1,"Vercelli","Piemonte","VC",7005,88.67,11.33,3340,3665,16.14404761904762,405,47.6802284082798,52.3197715917202,490,327,817,59.98,40.02,1130,762,368,67.43,32.57,92,"17",109,204.28617698863252,196.37036029983324,175.8559783060945,181.5633414815645,13.5,96.7,29.2,11.2,62.8,22362.5,24671.4,22579.9,0.7,-24.3,184.5,2.4,44.2,71.4,8.7,41.2,48.8,,1.5,82,26.8,19.9,496,10.5,56.3,22,15,82,5.8,130.2,138.5,1.9,9.2,24.7,391,70.1,85.5,4.99,1.4,32,,35.7,42.2,16.3,"ITC12",2025,900,978,1008,1048,1048,1061,1154,1202,1225,1295,1323,1317,1441,1364,1407,1507,1448,1554,1496,1490,1462,"Nord",-0.45,"1875"
"VRTD13000D","LORGNA - PINDEMONTE","CSO CAVOUR 19","http://www.itcspindemonte.gov.it/sito/index.php?idpag=1",0,23,5,23091,"Verona",146,54.26,49.7,59.41,56.37,24.26,5.74,54.21,45.79,11.39,83.75,76.42,"Verona",10,"Tecnico - Economico",16,83.89999999999999,"[6.9, 2.3, 3.4, 3.4]","[4.6, 8.0, 23.0, 48.3]","Docenti per fasce di età (%) (A.S. 2025/26)",5.4,5.8,6,5.6,3.8,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,6,64,65,"VR","Verona",5,"Verona","Veneto","VR",35711,86.51,13.49,18541,17170,20.93511904761904,1592,51.9195766010473,48.0804233989527,2245,785,3030,74.09,25.91,4108,3137,971,76.36,23.64,293,"46",339,224.24189171924402,213.57597228823175,189.661341172943,198.1008222149445,13.3,94.5,34.6,10.4,70.4,21937.5,24239,24656,0.4,1.7,374.7,3.1,24.3,77.9,6.4,33.8,33.4,0.4,1.6,84,37.3,29.5,501,5.3,61.4,32,20,80.7,6.1,205,158.8,1.1,3.4,51.5,3048,72.4,71.7,13.38,16,28,,31.4,41.6,14.2,"ITD31",2025,6175,6237,6570,6870,7007,7293,7645,7887,8124,8374,8443,8413,8754,8943,9312,9356,9478,9341,9336,9448,9420,"Nord",-0.99,"1623.81"
"BLTF01101E","GEROLAMO SEGATO","VIA JACOPO TASSO 11","http://www.itisegato.it/sitoscuola/",0,25,5,25006,"Belluno",123,66.35,61.13,72,73.15,25.14,5.82,46.9,53.1,6.74,84.84,74.39,"Belluno",10,"Tecnico - Tecnologico",29.2,70.7,"[11.7, 7.8, 7.1, 2.6]","[5.8, 13.0, 20.1, 31.8]","Docenti per fasce di età (%) (A.S. 2025/26)",4.9,5.8,6,3.9,3.8,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,7,99,13,"BL","Belluno",5,"Belluno","Veneto","BL",7421,93.95,6.05,3541,3880,16.622499999999995,429,47.71594124781027,52.28405875218973,674,368,1042,64.68,35.32,1152,779,373,67.62,32.38,155,"37",192,221.5194000146505,210.0557917576815,187.32645610124274,198.8654210632385,10.3,96.1,31.7,5.2,69.7,21938.3,23776,24403.7,0.4,-14.8,165.7,4.5,189.3,76.4,6.4,29.7,28.7,0.5,1.5,83.1,25.3,24.1,503,4.3,45,20,12,80.4,6.4,18.7,110,0,4.7,10.1,2093,85.8,100,2.84,4.3,25,,35.8,45.8,8.9,"ITD33",2025,1078,1076,1145,1234,1239,1217,1324,1339,1367,1442,1467,1500,1598,1708,1735,1715,1804,1734,1823,1814,1889,"Nord",-1.01,"1700"
"CTPC040006","CUTELLI - SALANITRO","VIA FIRENZE 202","http://www.liceocutelli.it/",0,87,19,87015,"Catania",155,72.64,68.99,76.7,76.23,26.29,7.73,91.22,8.78,16.06,90.44,81.39,"Catania",10,"Classico",2.4,97.5,"[1.2, 1.2, 0.0, 0.0]","[0.0, 8.5, 36.6, 52.4]","Docenti per fasce di età (%) (A.S. 2025/26)",11.4,7,6,3.4,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,12,75,153,"CT","Catania",19,"Catania","Sicilia","CT",50235,97.14,2.86,24534,25701,19.31303921568627,2515,48.83845924156465,51.16154075843535,3841,994,4835,79.44,20.56,6711,5694,1017,84.85,15.15,148,"21",169,196.39786176268575,197.74535405225024,175.75440961147999,177.78501711535375,6.9,94.5,20.3,28,55,18478.9,18303.3,17316.3,1.3,-21.3,133.4,2.2,20.5,48.9,5.4,48.4,60,0.7,7.2,81.7,41.9,27.6,462,32.2,61.7,32,12,75.8,12.4,76.4,103.2,1,6.1,36.4,2882,55.8,47.5,7.99,5.8,16.8,,33.7,24.6,46.3,"ITG17",2025,8114,8499,8964,9039,9160,9420,9824,9882,10112,10485,10549,10345,10638,10851,10948,11117,11543,11382,11654,11782,11877,"Isole",1.42,"1631.62"
"FITD019018","GALILEO GALILEI","VIA DI SCANDICCI 151","http://www.isis-galilei.fi.gov.it/",0,48,9,48017,"Firenze",65,58.72,52.33,66,55.77,25.4,5.24,55.9,44.1,11.28,82.01,73.21,"Firenze",10,"Tecnico - Economico",20.7,79.2,"[6.3, 5.4, 5.4, 3.6]","[3.6, 14.4, 32.4, 28.8]","Docenti per fasce di età (%) (A.S. 2025/26)",6.6,5.2,6,3.3,3.3,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,4,30,31,"FI","Firenze",9,"Firenze","Toscana","FI",41403,85.42,14.58,20368,21035,18.61138576779026,2057,49.19450281380576,50.80549718619424,2512,983,3495,71.87,28.13,5589,4145,1444,74.16,25.84,201,"18",219,211.72613839385525,198.116427964289,174.97339669187224,187.2918046935705,14.1,96,39.2,11.1,73.8,23810.9,24515.4,26194.5,0.4,12.9,433.7,1.7,5.2,76.6,6.2,36.4,38.1,0.6,1.4,84.7,45.1,19.5,553,7.9,67.8,30,14,81.3,5.6,753.1,107.5,0.5,3.2,136.6,7055,68.2,62.5,7.38,25,26.7,,41.5,32.9,24.2,"ITE14",2025,5912,5956,6308,6527,6504,6684,7054,7447,7632,7741,8289,8316,8788,8759,9139,9261,9484,9453,9569,9794,9924,"Centro",-1.22,"1814.66"
"SAPS09000C","ANDREA GENOINO","VIA ERNESTO DI MARINO 12","http://www.agenoinoliceoscientifico.gov.it/",0,65,15,65037,"Cava de' Tirreni",123,74.26,70.26,78.54,76.95,26.59,8.67,90.81,9.19,10,91.57,79.97,"Salerno",10,"Scientifico",5.6,94.10000000000001,"[1.1, 1.1, 2.3, 1.1]","[1.1, 10.3, 24.1, 58.6]","Docenti per fasce di età (%) (A.S. 2025/26)",2.4,6.3,6,5.7,3.7,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,9,111,74,"SA","Salerno",15,"Salerno","Campania","SA",51352,96,4,24664,26688,18.763100000000016,2608,48.029288051098305,51.970711948901695,4185,427,4612,90.74,9.26,6413,5512,901,85.95,14.05,184,"29",213,186.62368062278026,183.45658927290975,161.18536353592202,170.11827111584574,9.3,96.4,25.7,22.5,62.4,18513,15845.7,17644.8,0.8,-29.9,173.6,4.4,28.4,52.7,12.1,42.4,54.1,0.3,4,82.1,29,24.9,433,26.2,69.6,20,11,69,11.7,71,134.8,0.7,3.1,28.3,1053,67.6,73.8,7.98,5.8,19.5,,25.9,24.5,43.1,"ITF35",2025,7298,7715,7822,7878,8182,8579,8566,8980,8999,9098,9421,9280,9764,9962,10043,10280,10499,10630,10737,11037,11267,"Sud",0.89,"1466.67"
"VITD010003","AMBROGIO FUSINIERI","VIA D'ANNUNZIO 15","http://www.itefusinieri.gov.it/ite/index.php",0,24,5,24116,"Vicenza",90,57.85,52.14,64.14,68.73,23.64,4.9,52.03,47.97,9.23,84.23,75.4,"Vicenza",10,"Tecnico - Economico",18,82.1,"[3.0, 4.5, 7.5, 3.0]","[1.5, 11.9, 26.9, 41.8]","Docenti per fasce di età (%) (A.S. 2025/26)",6.1,5.8,6,7.7,3.8,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,5,55,45,"VI","Vicenza",5,"Vicenza","Veneto","VI",39187,90.26,9.74,19782,19405,19.855462962962957,1826,50.48102687115625,49.51897312884375,2350,962,3312,70.95,29.05,4855,3591,1264,73.96,26.04,442,"116",558,226.9240285852075,213.80763196377575,188.19987679263176,198.3628655032035,13.8,94.4,31.9,12.3,68.4,21769.3,25652.2,24987.5,0.7,-9.5,304.7,2.3,14.5,75.5,5.7,30.5,31.8,0.1,1.2,84.2,22.4,29.2,447,6.3,53.6,32,25,84.5,6.3,88.2,130.1,0.4,5.2,28.5,3300,79.4,98.9,12.53,8.9,28.4,,32.9,45.3,12.5,"ITD32",2025,5744,5725,6048,6282,6231,6314,6650,6760,6953,7240,7579,7579,7994,8107,8326,8582,8782,8712,8818,8947,9258,"Nord",-0.77,"1853.57"
"ENTF007014","MAJORANA - CASCINO","PIAZZA SENATORE MARESCALCHI 2","http://www.itispiazza.edu.it/",0,86,19,86014,"Piazza Armerina",72,61.16,53.75,69.87,68.62,24.44,4.25,36.41,63.59,7.83,90.11,73.45,"Enna",10,"Tecnico - Tecnologico",8.5,91.6,"[2.1, 0.7, 5.7, 0.0]","[4.3, 9.9, 27.0, 50.4]","Docenti per fasce di età (%) (A.S. 2025/26)",3.3,7,6,3.3,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,8,78,23,"EN","Enna",19,"Enna","Sicilia","EN",6816,97.99,2.01,3296,3520,16.19941441441441,434,48.35680751173709,51.64319248826291,727,143,870,83.56,16.44,1135,946,189,83.35,16.65,35,"4",39,193.73188225944824,194.86616042521098,174.1396534134825,170.010486275323,8.6,97.2,21.6,26.5,54,17924,16321.9,14982.7,0.9,-57.9,84.3,3.2,97.8,51.1,6.2,53.1,63.9,1.9,5.1,81.3,30.1,30.8,345,30,34.1,17,9,72.6,12.8,11,136.2,0.9,6.7,7.1,1033,65.9,69.8,3.23,1.7,18.2,,40.3,26.8,45.4,"ITG16",2025,939,1032,1006,1055,1036,1094,1153,1197,1177,1230,1192,1203,1253,1361,1403,1483,1495,1550,1650,1660,1624,"Isole",1.41,
"CLTE013018","LUIGI RUSSO","VIA LEONE XIII 48D","http://www.iissrusso.gov.it/sito/",0,85,19,85004,"Caltanissetta",52,65.54,59.36,72.19,71.65,25.13,7.37,74.68,25.32,8.86,89.37,78.25,"Caltanissetta",10,"Linguistico",15.8,84.19999999999999,"[1.9, 8.3, 3.7, 1.9]","[4.6, 12.0, 34.3, 33.3]","Docenti per fasce di età (%) (A.S. 2025/26)",7.1,7,6,6.9,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,7,43,92,"CL","Caltanissetta",19,"Caltanissetta","Sicilia","CL",12762,97.79,2.21,6138,6624,16.0398427672956,730,48.09590973201693,51.90409026798307,1096,123,1219,89.91,10.09,1821,1512,309,83.03,16.97,88,"2",90,188.75577451910726,188.56953090199374,167.875573088873,173.69583830087151,5.9,98.1,22.5,33.8,47.6,18107.7,18014.6,15900.4,1.4,-64.7,149.5,2.4,36.8,41.2,8.5,53.8,65.4,,3.1,81.4,25.2,24.3,380,41.5,55.6,21,15,74.4,13.7,21,109.9,0.5,6.2,15.3,273,64.5,43.5,4.8,1.4,10.6,,35.1,20.4,59.6,"ITG15",2025,1628,1750,1777,1819,1818,1805,1996,1980,2110,2158,2184,2145,2416,2280,2452,2541,2604,2606,2834,2892,2954,"Isole",1.83,
"CSPS04901N","VALENTINI - MAJORANA","VIA ALDO CANNATA 1","http://www.iiscastrolibero.gov.it/iis/",0,78,18,78031,"Castrolibero",37,78.84,72.36,86.2,76.18,27.78,8.87,95.5,4.5,19.82,93.91,89,"Cosenza",10,"Scientifico",5.9,94.2,"[0.0, 2.0, 2.9, 1.0]","[2.0, 9.8, 27.5, 54.9]","Docenti per fasce di età (%) (A.S. 2025/26)",8.1,6.7,6,8.2,3.8,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,10,116,66,"CS","Cosenza",18,"Cosenza","Calabria","CS",30514,95.15,4.85,14625,15889,15.962294685990344,1776,47.92881955823557,52.07118044176443,3038,410,3448,88.11,11.89,4417,3721,696,84.24,15.76,112,"8",120,186.59528845774798,194.12520759066976,170.41929575490303,177.257763120613,6.2,98.2,26.2,28.5,63.5,17813.1,14816.9,16274.8,1.1,-41,99.7,4,64,48,25.7,47.5,59.4,0.7,3.4,81.7,25.3,28.2,407,29,24.1,,,69.2,14.5,15.5,123.7,0.8,8.2,10.3,2508,58.9,50.2,4.4,4.7,39.8,,28.4,20.9,51.6,"ITF61",2025,4245,4616,4655,4651,4896,5116,5355,5512,5712,5681,5685,5754,5847,6001,5925,6342,6151,6252,6617,6513,6760,"Sud",1.29,"1362.5"
"VRPC020003","SCIPIONE MAFFEI","VIA MASSALONGO 4","http://www.liceomaffeivr.gov.it/pvw/app/VRLG0001/pvw_sito.php",0,23,5,23091,"Verona",156,75.38,71.71,79.38,72.2,27.43,7.7,90.21,9.79,14.47,89.25,84.37,"Verona",10,"Classico",8.1,91.8,"[3.1, 2.0, 2.0, 1.0]","[2.0, 8.2, 20.4, 61.2]","Docenti per fasce di età (%) (A.S. 2025/26)",3.4,5.8,6,3.3,3.8,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,11,71,175,"VR","Verona",5,"Verona","Veneto","VR",35711,86.51,13.49,18541,17170,20.93511904761904,1592,51.9195766010473,48.0804233989527,2245,785,3030,74.09,25.91,4108,3137,971,76.36,23.64,293,"46",339,224.24189171924402,213.57597228823175,189.661341172943,198.1008222149445,13.3,94.5,34.6,10.4,70.4,21937.5,24239,24656,0.4,1.7,374.7,3.1,24.3,77.9,6.4,33.8,33.4,0.4,1.6,84,37.3,29.5,501,5.3,61.4,32,20,80.7,6.1,205,158.8,1.1,3.4,51.5,3048,72.4,71.7,13.38,16,28,,31.4,41.6,14.2,"ITD31",2025,6175,6237,6570,6870,7007,7293,7645,7887,8124,8374,8443,8413,8754,8943,9312,9356,9478,9341,9336,9448,9420,"Nord",-0.99,"1623.81"
"BSPC01000A","ARNALDO","CSO MAGENTA 56","http://www.liceoarnaldo.gov.it/",0,17,3,17029,"Brescia",131,79.29,75.42,83.48,74.18,28.13,6.97,93.38,6.62,12.47,88.16,81.62,"Brescia",10,"Classico",8.9,91.2,"[3.5, 1.8, 1.8, 1.8]","[0.0, 14.0, 24.6, 52.6]","Docenti per fasce di età (%) (A.S. 2025/26)",1.9,5.4,6,1.9,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,6,31,100,"BS","Brescia",3,"Brescia","Lombardia","BS",48642,85.8,14.2,24983,23659,18.750693215339247,2369,51.36096377616052,48.63903622383948,3186,1391,4577,69.61,30.39,5980,4349,1631,72.73,27.27,388,"53",441,225.08406059418377,213.23367677309724,188.4899386606335,199.094898503104,7.9,94.4,26.7,10.2,62.8,21628.8,24587.7,22705.5,0.5,-2.4,356,2.8,28.6,72,4.5,37.5,39.3,0.5,1.5,84.1,29.6,28.1,530,6,42.1,31,21,82.3,6.3,169.5,196,0.7,5,45.1,6519,77.2,98.1,10.5,7.6,25.3,45.3,36.2,45.6,11.5,"ITC47",2025,8326,8704,8897,9133,9432,9768,10265,10621,11081,11406,11556,11874,12159,12603,13284,13384,13448,13462,13467,12965,13220,"Nord",-0.4,"1733.77"
"LTPS05000B","ETTORE MAJORANA","VIA SEZZE","http://www.liceomajoranalatina.it/",0,59,12,59011,"Latina",81,70.56,65.8,75.73,75.34,25.89,8.58,88.52,11.48,12.3,88.74,80.57,"Latina",10,"Scientifico",19.1,80.9,"[6.1, 8.4, 4.6, 0.0]","[1.5, 11.5, 28.2, 39.7]","Docenti per fasce di età (%) (A.S. 2025/26)",5.9,6.5,6,3.1,4,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,12,144,135,"LT","Latina",12,"Latina","Lazio","LT",25237,92.73,7.27,12318,12919,16.58286885245902,1395,48.809287950231806,51.190712049768194,1924,679,2603,73.91,26.09,3848,2751,1097,71.49,28.51,159,"8",167,205.246648408061,201.08370588202024,176.4545586574495,181.63375720336975,12.7,91.4,19.6,18.7,56.7,19545,19338.5,18033.8,0.9,-21.6,241.4,3.9,18,61.7,8.8,42.7,53.7,0.9,3.2,82.6,24.9,19.7,479,15,50.1,,,75.4,12.1,108.5,168.8,1.1,6,32.3,642,63.9,61,10.04,5.5,16.7,39.8,31,31.6,25.8,"ITE44",2025,3432,3731,3848,4079,4019,4326,4631,4816,4925,4884,5124,5340,5440,5559,5678,5639,5613,5587,5680,5539,5658,"Centro",0.75,"1750"
"BAPM02000G","VITO FORNARI","VIA GEN AMATO 37","http://www.liceofornari.edu.it",0,72,16,72029,"Molfetta",13,53.2,38.86,70.34,50.67,24.69,7.1,74.07,25.93,22.22,93.65,94.14,"Bari",10,"Scienze Umane - Economico sociale",12.7,87.4,"[2.1, 5.3, 3.2, 2.1]","[0.0, 10.5, 25.3, 51.6]","Docenti per fasce di età (%) (A.S. 2025/26)",1.4,7,6,3.9,4.1,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,5,8,94,"BA","Bari",16,"Bari","Puglia","BA",59898,96.39,3.61,29579,30319,18.5444696969697,3107,49.38228321479849,50.61771678520151,3868,1103,4971,77.81,22.19,8218,6612,1606,80.46,19.54,136,"17",153,203.6245680267155,200.21602811761227,177.00262880922799,183.18278317815276,10.1,98.4,28,18.6,62,19877.1,19379.3,20029.4,0.7,-18.1,140,3.7,40.7,60.1,7.2,39.4,46.7,0.5,2.8,83.3,38.7,20.3,449,17.8,69.3,23,13,77.3,12,75.4,152.6,0.8,3.8,31.4,2808,63.6,70.4,9.74,4.3,9.6,,34.8,32.7,33,"ITF42",2025,7916,8398,8708,8708,8646,9163,9628,9954,10165,10213,10568,10600,10985,11470,11714,11613,11850,11961,12186,12392,12687,"Sud",0.32,"1689.92"
"ALSL004019","BENVENUTO CELLINI","STRADA PONTECURONE 6","http://www.istitutocellini.it/wordpress/",0,6,1,6177,"Valenza",57,48.48,39.98,58.54,41.01,24.71,6.29,34.1,65.9,9.83,88.97,80.48,"Alessandria",10,"Artistico",39.2,60.7,"[15.0, 11.2, 6.5, 6.5]","[13.1, 22.4, 14.0, 11.2]","Docenti per fasce di età (%) (A.S. 2025/26)",21.5,5.5,6,3.3,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,2,6,42,"AL","Alessandria",1,"Alessandria","Piemonte","AL",15306,85.4,14.6,7770,7536,19.284772727272724,744,50.764406115248924,49.235593884751076,1098,514,1612,68.11,31.89,1908,1305,603,68.4,31.6,177,"25",202,217.63818344874102,208.7217501376495,184.117699313229,189.794792864566,6.9,96.6,22.6,15.9,63.8,22304.1,24681.8,22089.9,0.9,-14.7,343.8,2,22.1,71.2,13.3,40,43.5,0.7,1.3,82.3,29,17.6,484,8.9,49,30,16,83,6.3,162.1,96.2,0.3,2.7,34.4,1047,66.1,59.7,7.14,7.7,27.3,,29.6,37.8,22.2,"ITC18",2025,2104,2262,2380,2315,2460,2536,2668,2855,2914,3014,3092,3156,3311,3401,3468,3552,3596,3593,3622,3558,3648,"Nord",0.03,"1634"
"FEPC020005","LUDOVICO ARIOSTO","VIA ARIANUOVA 19","http://www.liceoariosto.it/",0,38,8,38008,"Ferrara",47,62.47,56.48,68.79,69.5,24.65,7.13,88.81,11.19,9.09,82.61,79.36,"Rovigo",10,"Scienze Umane - Economico sociale",10.700000000000001,89.4,"[1.8, 3.5, 2.7, 2.7]","[1.8, 9.7, 28.3, 49.6]","Docenti per fasce di età (%) (A.S. 2025/26)",5.7,5.5,6,7.4,3.1,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,15,117,186,"FE","Ferrara",8,"Ferrara","Emilia-Romagna","FE",16130,85.94,14.06,7821,8309,20.088888888888892,751,48.487290762554245,51.512709237445755,898,436,1334,67.32,32.68,2056,1453,603,70.67,29.33,183,"12",195,214.1568768123795,203.14479603197424,176.57045906578372,187.57046236839074,13,92.4,30.2,12.5,65,22071.7,21600.4,23503.7,0.6,6.2,287.5,3.8,28,74.1,8.5,38.3,42.9,0.6,1.1,82.9,44.8,29,634,8.1,56.6,28,20,78.7,5.4,176.4,156.6,0.7,3.9,34.2,1342,77.1,93.5,7.08,2.2,64.1,,37.8,39.9,19.2,"ITD56",2025,1750,1837,1938,2002,1919,2162,2195,2282,2348,2334,2519,2627,2690,2796,2930,3016,2949,2886,2936,2913,2916,"Nord",-0.56,"1441"
"CNTF010005","MARIO DALPOZZO","CSO ALCIDE DE GASPERI 30","http://www.itiscuneo.gov.it/",0,4,1,4078,"Cuneo",151,77.94,73.4,82.8,83.02,26.74,6.23,53.41,46.59,6.15,87.53,78.26,"Cuneo",10,"Tecnico - Tecnologico",23.3,76.7,"[10.1, 6.9, 5.0, 1.3]","[8.8, 13.8, 20.8, 33.3]","Docenti per fasce di età (%) (A.S. 2025/26)",4.5,5.5,6,0.9,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,11,160,27,"CN","Cuneo",1,"Cuneo","Piemonte","CN",24907,90.16,9.84,12752,12155,18.235603864734298,1271,51.19845826474485,48.80154173525515,1746,1005,2751,63.47,36.53,3428,2433,995,70.97,29.03,107,"47",154,222.75090571516625,207.9683997235585,186.6787518810055,197.02065235704526,9.5,96.4,23.2,7,63.2,21412,24153,25132.6,0.4,-14.2,294.9,2.2,45.7,75.1,3.7,33.8,34.6,0.5,1.6,83.2,24.6,21.5,515,6.3,50.7,22,12,81.3,6.1,40.8,70.9,0.7,4.6,14.8,2781,71.6,85.6,5.33,6.4,32.5,,30.4,47.4,10.9,"ITC16",2025,3846,3996,4025,4318,4341,4491,4615,4883,5011,5058,5281,5354,5474,5460,5538,5688,5636,5702,5630,5656,5757,"Nord",-0.62,"1770"
