cod_scuola,nome_scuola,indirizzo_scuola,sito_scuola,scuola_paritaria,id_provincia,id_regione,id_comune,comune_scuola,num_diplomati_x_coorte,indice_fga,fga_forchetta_bassa,fga_forchetta_alta,indice_perc_cfu,indice_media_voti,completamento_pct,tasso_immatricolazione_pct,tasso_non_immatricolazione_pct,abbandono_pct,voto_medio_immatricolati,voto_medio_non_immatricolati,comune_di_ricerca,raggio_km_ricerca,tipologia_ricerca
PVPS05000Q,NICCOLO' COPERNICO,VIA VERDI 2325,http://www.copernico.pv.it/,0,18,3,18110,Pavia,181,79.43,76.0,83.09,84.75,26.89,6.8,95.77,4.23,11.21,84.46,76.7,Pavia,10,Scientifico
PVPS01500C,TERESIO OLIVELLI,VIA BERNARDINO DA FELTRE 9,http://www.liceoolivelli.pv.it/,1,18,3,18110,Pavia,23,51.26,43.03,61.01,50.48,24.24,0.0,90.0,10.0,21.43,81.6,83.14,Pavia,10,Scientifico
PVTF01000B,GIROLAMO CARDANO,VIA VERDI 19,http://www.cardano.pv.it/,0,18,3,18110,Pavia,78,68.77,64.08,73.86,73.97,25.63,6.36,94.89,5.11,13.62,83.94,74.5,Pavia,10,Scientifico - Scienze applicate
PVPS5H500G,ENRICO FERMI,VIA FRANCHI MAGGI 15,http://www.scuolepavia.it/scuole_pavia/Pavia_-_Complesso_Scolastico_Paritario.html,1,18,3,18110,Pavia,10,29.37,16.53,47.18,22.95,22.29,0.0,78.13,21.87,34.38,71.96,65.29,Pavia,10,Scientifico - Scienze applicate
PVPS775003,SANTACHIARA,VIA SCARABELLI 57,http://www.santachiaraodpf.it,1,18,3,18182,Voghera,0,,,,,,0.0,,,,,,Pavia,10,Scientifico - Sportivo
PVPM01000A,ADELAIDE CAIROLI,CSO MAZZINI 7,http://www.acairoli.it/,0,18,3,18110,Pavia,92,60.23,55.59,65.36,61.66,25.06,6.39,82.97,17.03,11.96,83.88,75.98,Pavia,10,Scienze Umane
PVPMF55003,BLAISE PASCAL,VIA DON MINZONI 57,http://www.istitutobpascal.it/,1,18,3,18182,Voghera,14,25.11,12.27,42.92,26.71,20.82,0.0,58.14,41.86,25.58,76.64,68.56,Pavia,10,Scienze Umane - Economico sociale
PVPL045003,CHILDREN'S SCHOOL,VIA FRANCHI MAGGI 15,http://www.scuolepavia.it,1,18,3,18110,Pavia,0,,,,,,0.0,,,,,,Pavia,10,Linguistico
PVSL00601G,ALESSANDRO VOLTA,VIA RIVIERA 39,http://www.istitutovoltapavia.it/,0,18,3,18110,Pavia,96,51.77,45.79,58.81,47.46,24.73,6.08,43.6,56.4,11.42,82.51,80.13,Pavia,10,Artistico
PVSL015009,RAFFAELLO SANZIO,VIA FRANCHI MAGGI 15,http://www.scuolepavia.it,1,18,3,18110,Pavia,0,,,,,,0.0,,,,,,Pavia,10,Artistico
PVTD010005,ANTONIO BORDONI,VIA SAN CARLO 2,http://www.bordoni.pv.it/,0,18,3,18110,Pavia,131,64.84,60.27,69.81,69.9,25.17,3.98,60.56,39.44,7.12,83.77,76.33,Pavia,10,Tecnico - Economico
PVTD065009,ENRICO FERMI,VIA FRANCHI MAGGI 15,http://www.scuolepavia.it/scuole_pavia/Pavia_-_Complesso_Scolastico_Paritario.html,1,18,3,18110,Pavia,0,,,,,,0.0,,,,,,Pavia,10,Tecnico - Economico
PVTL006022,ALESSANDRO VOLTA,VIA ABBIATEGRASSO 38,http://www.istitutovoltapavia.it/,0,18,3,18110,Pavia,67,60.06,53.93,67.58,56.62,25.62,5.34,59.2,40.8,18.91,86.37,76.24,Pavia,10,Tecnico - Tecnologico
PVTBDH500G,FRANCESCO BARACCA,VIA FRANCHI MAGGI 15,http://www.scuolepavia.it/,1,18,3,18110,Pavia,0,,,,,,0.0,,,,,,Pavia,10,Tecnico - Tecnologico
SOPS01000E,CARLO DONEGANI,VIA CARLO DONEGANI 3,http://www.lsdonegani.gov.it/,0,14,3,14061,Sondrio,44,80.81,74.72,87.52,79.5,27.85,8.3,92.42,7.58,15.91,88.74,85.0,Sondrio,10,Scientifico
SOPS00801G,BALILLA PINCHETTI,VIA MONTE PADRIO 12,http://www.pinchetti.net/blog/,0,14,3,14066,Tirano,28,79.12,71.48,87.61,82.85,27.05,8.15,86.05,13.95,16.28,84.97,78.75,Sondrio,10,Scientifico
SOPS050001,NERVI - FERRARI,PZZA SANT'ANTONIO 9,http://www.nerviferrari.gov.it/j3/,0,14,3,14045,Morbegno,24,76.07,68.12,85.16,72.64,27.54,6.73,93.15,6.85,21.92,87.1,80.0,Sondrio,10,Scientifico
BSPS00701P,MENEGHINI,VIA MORINO 5,http://www.istitutomeneghini.edu.it/,0,17,3,17068,Edolo,27,63.76,55.38,72.83,69.58,24.95,7.83,75.31,24.69,9.88,83.41,78.05,Sondrio,10,Scientifico - Sportivo
SOPM01101C,PIAZZI - LENA PERPENTI,VIA TONALE,http://www.piazzilenaperpenti.it/,0,14,3,14061,Sondrio,51,76.06,70.07,82.35,79.41,26.73,7.45,81.94,18.06,7.74,85.92,81.93,Sondrio,10,Scienze Umane
SOTD01301V,SARACENO - ROMEGIALLI,VIA PER SAN MARCO 3,http://www.saraceno.org,0,14,3,14045,Morbegno,52,69.94,60.98,79.17,78.91,25.32,5.97,33.97,66.03,1.28,85.89,78.29,Sondrio,10,Tecnico - Economico
SOTD004014,DE SIMONI - QUADRIO,VIA TONALE 18,http://www.iisdesimoni.gov.it/pvw/app/SOII0001/pvw_sito.php,0,14,3,14061,Sondrio,60,69.57,61.38,78.57,70.09,26.29,5.63,35.56,64.44,6.11,82.64,74.74,Sondrio,10,Tecnico - Economico
SOTD00801B,BALILLA PINCHETTI,VIA MONTE PADRIO 12,http://www.pinchetti.net/blog/,0,14,3,14066,Tirano,22,,,,,,6.32,,,,,,Sondrio,10,Tecnico - Economico
SOTF01000L,ENEA MATTEI,VIA TIRANO 53,http://www.itisondrio.org/jupgrade/index.php,0,14,3,14061,Sondrio,158,82.6,77.89,87.65,87.95,27.27,6.24,46.74,53.26,5.47,87.51,77.85,Sondrio,10,Tecnico - Tecnologico
SOTA01000X,GIUSEPPE PIAZZI,SALITA SCHENARDI 6,http://www.cnpiazzisondrio.gov.it/,0,14,3,14061,Sondrio,67,,,,,,6.99,,,,,,Sondrio,10,Tecnico - Tecnologico
SOTL00401E,DE SIMONI -QUADRIO,VIA TONALE 18,http://www.iisdesimoni.gov.it/pvw/app/SOII0001/pvw_sito.php,0,14,3,14061,Sondrio,25,,,,,,5.41,,,,,,Sondrio,10,Tecnico - Tecnologico
VAPC02701R,DANIELE CRESPI,VIA CARDUCCI 4,http://www.liceocrespi.gov.it/,0,12,3,12026,Busto Arsizio,34,79.49,72.83,86.71,77.12,27.82,7.23,97.09,2.91,14.56,88.01,85.33,Varese,10,Classico
VAPC00101L,LICEI DI VIALE DEI TIGLI,VLE DEI TIGLI 38,http://www.liceogallarate.gov.it/,0,12,3,12070,Gallarate,23,73.35,65.45,82.12,73.76,26.75,7.85,97.18,2.82,16.9,87.48,90.0,Varese,10,Classico
VAPS004017,IS VALCERESIO,VIA ROMA 57,http://www.isisbisuschio.gov.it/,0,12,3,12015,Bisuschio,39,77.37,70.84,84.69,79.38,27.04,6.71,87.39,12.61,15.97,85.08,74.73,Varese,10,Scientifico
VAPS03000P,GALILEO FERRARIS,VIA SORRISOLE 6,http://www.liceoferrarisvarese.gov.it/,0,12,3,12133,Varese,114,76.6,72.51,81.03,78.67,26.94,7.17,91.86,8.14,13.08,82.69,77.79,Varese,10,Scientifico
VAPS785001,ENRICO MANFREDINI,VIA CRISPI 24,http://www.fondazionesantagostino.it/licei/,1,12,3,12133,Varese,23,66.57,58.19,75.64,69.64,25.62,7.66,85.92,14.08,12.68,83.62,80.6,Varese,10,Scientifico
VAPSQ4500H,ENRICO MANFREDINI,VIA CRISPI 24,http://www.fondazionesantagostino.it/licei/,1,12,3,12133,Varese,19,58.96,47.37,71.15,67.67,24.03,6.86,81.58,18.42,7.89,79.42,76.29,Varese,10,Scientifico - Scienze applicate
VAPLDB5003,GIAN BATTISTA VICO,VIA CANETTA 3,http://www.vicofermi.com/,1,12,3,12133,Varese,15,48.78,34.78,64.83,48.51,23.89,0.0,46.67,53.33,11.11,74.86,70.5,Varese,10,Linguistico
VATD004013,IS VALCERESIO,VIA ROMA 57,http://www.isisbisuschio.gov.it/,0,12,3,12015,Bisuschio,66,54.47,47.09,62.47,63.74,23.42,5.33,39.8,60.2,5.97,83.19,73.16,Varese,10,Tecnico - Economico
VATD018011,JOHN MAYNARD KEYNES,VIA MORAZZONE 37,http://www.isiskeynes.it/,0,12,3,12073,Gazzada Schianno,34,53.09,44.71,62.16,56.21,24.0,5.6,58.65,41.35,8.65,84.66,75.77,Varese,10,Tecnico - Economico
VATD01301T,DAVERIO-CASULA-NERVI,VIA BERTOLONE 13,http://www.isissdaveriocasula.gov.it/startsito/,0,12,3,12133,Varese,117,48.4,43.21,54.33,52.3,23.34,4.56,49.43,50.57,11.08,81.49,71.89,Varese,10,Tecnico - Economico
VATL013018,DAVERIO-CASULA-NERVI,VIA BERTOLONE 13,http://www.isissdaveriocasula.gov.it/startsito/,0,12,3,12133,Varese,33,61.86,51.5,74.08,58.12,25.87,7.16,39.0,61.0,11.0,83.15,76.64,Varese,10,Tecnico - Tecnologico
VATF018017,JOHN MAYNARD KEYNES,VIA MORAZZONE 37,http://www.isiskeynes.it/,0,12,3,12073,Gazzada Schianno,108,61.27,55.81,67.19,74.1,23.81,3.76,47.85,52.15,6.44,83.01,73.05,Varese,10,Tecnico - Tecnologico
VATF01701B,ISAAC NEWTON,VIA ZUCCHI 3,http://www.isisvarese.edu.it/,0,12,3,12133,Varese,109,55.28,49.66,61.88,56.27,24.52,5.11,44.34,55.66,9.17,82.59,76.88,Varese,10,Tecnico - Tecnologico
VATB215007,CITTA' DI VARESE,VIA CAVOUR 30,http://aeronautico-varese.istitutivinci.it/,1,12,3,12133,Varese,16,,,,,,5.6,,,,,,Varese,10,Tecnico - Tecnologico
TNPC04000G,GIOVANNI PRATI,VIA SANTISSIMA TRINITA' 38,http://www.liceoprati.it/,0,22,4,22205,Trento,84,80.75,76.17,85.72,75.49,28.32,6.72,93.68,6.32,14.23,85.62,82.44,Trento,10,Classico
TNPC01500V,COLLEGIO ARCIVESCOVILE,VIA ENDRICI 23,,1,22,4,22205,Trento,19,63.76,48.64,79.32,73.54,24.48,10.0,94.74,5.26,5.26,85.28,100.0,Trento,10,Classico
TNPS01000V,GALILEO GALILEI,VLE BOLOGNINI 88,http://www.lsgalilei.org/,0,22,4,22205,Trento,80,85.99,81.29,91.08,81.81,28.82,7.5,92.53,7.47,13.69,84.35,85.83,Trento,10,Scientifico
TNPS02000D,LEONARDO DA VINCI,VIA CRISTOFORO MADRUZZO 24,http://liceodavincitn.it/,0,22,4,22205,Trento,105,78.25,73.99,82.92,76.42,27.61,7.12,89.56,10.44,14.87,82.61,79.58,Trento,10,Scientifico
TNPS015002,COLLEGIO ARCIVESCOVILE,VIA ENDRICI 23,http://www.arcivescoviletrento.it/,1,22,4,22205,Trento,12,68.42,56.83,80.61,75.0,25.42,5.68,86.11,13.89,8.33,84.13,79.8,Trento,10,Scientifico
TNPC02000A,ANTONIO ROSMINI,CSO BETTINI 86,http://liceorosmini.eu/,0,22,4,22161,Rovereto,46,65.14,59.15,71.77,67.85,25.49,5.85,90.0,10.0,14.29,81.98,68.29,Trento,10,Scientifico - Sportivo
TNPS00301R,MARTINO MARTINI,VIA GIORGIO PERLASCA 4,http://www.martinomartini.eu/,0,22,4,22117,Mezzolombardo,29,64.69,56.44,73.85,74.08,24.64,5.38,70.79,29.21,13.48,79.57,71.65,Trento,10,Scientifico - Sportivo
TNPM01000X,ANTONIO ROSMINI,VIA MALFATTI 2,http://www.rosmini.eu/,0,22,4,22205,Trento,131,59.4,55.25,64.0,61.37,24.89,6.72,76.65,23.35,13.2,83.43,77.77,Trento,10,Scienze Umane
TNPM015003,ISTITUTO SACRO CUORE,PZZA SANTA TERESA VERZERI 4,http://www.istitutosacrocuore.it/,1,22,4,22205,Trento,19,48.7,39.41,58.98,55.04,23.08,8.27,84.48,15.52,15.52,87.39,84.22,Trento,10,Scienze Umane
TNPS00401L,MARIE CURIE,VIA SAN PIETRO 4,http://www.curiepergine.it/,0,22,4,22139,Pergine Valsugana,16,53.4,40.78,67.78,53.96,24.34,4.59,53.06,46.94,10.2,78.54,70.57,Trento,10,Scienze Umane - Economico sociale
TNPS11000Q,SOPHIE SCHOLL,VIA MATTIOLI 8,http://www.linguisticotrento.it/,0,22,4,22205,Trento,157,67.39,63.52,71.51,71.12,25.64,6.93,78.39,21.61,9.32,82.39,78.09,Trento,10,Linguistico
TNSD02000X,VITTORIA (LICEO DELLE ARTI),VIA ZAMBRA 3,http://istitutodellearti.tn.it/,0,22,4,22205,Trento,0,,,,,,0.0,,,,,,Trento,10,Artistico
TNSD020011,DEPERO (LICEO DELLE ARTI),VIA DELLE FOSSE 9,http://istitutodellearti.tn.it/,0,22,4,22161,Rovereto,0,,,,,,0.0,,,,,,Trento,10,Artistico
TNTD18000T,ANTONIO TAMBOSI,VIA BRIGATA ACQUI 19,http://www.tambosi.tn.it/it/,0,22,4,22205,Trento,145,58.95,54.28,63.98,64.3,24.43,5.48,52.06,47.94,7.34,84.5,74.57,Trento,10,Tecnico - Economico
TNTN01500Q,IVO DE CARNERI,VIA MURIALDO 30,http://www.istitutodecarneri.it/,1,22,4,22061,Civezzano,39,45.61,36.98,55.8,50.75,22.86,6.78,47.9,52.1,12.61,86.33,76.5,Trento,10,Tecnico - Economico
TNTD37500F,COLLEGIO ARCIVESCOVILE,VIA ENDRICI 23,http://www.arcivescoviletrento.it/,1,22,4,22205,Trento,12,44.59,32.41,57.23,54.18,22.2,5.53,77.78,22.22,5.56,86.75,76.0,Trento,10,Tecnico - Economico
TNIS013001,MICHELANGELO BUONARROTI,VIA BRIGATA ACQUI 15,http://www.buonarroti.tn.it/,0,22,4,22205,Trento,268,64.69,61.04,68.69,69.86,25.14,6.28,53.47,46.53,8.31,84.04,73.35,Trento,10,Tecnico - Tecnologico
TNTE045005,IVO DE CARNERI,VIA MURIALDO 30,http://www.istitutodecarneri.it/,1,22,4,22061,Civezzano,20,64.26,54.02,75.7,63.49,25.8,6.28,65.57,34.43,13.11,84.18,70.71,Trento,10,Tecnico - Tecnologico
IBPC040008,GIOSUE' CARDUCCI,VIA MANCI 8,http://liceocarducci-bz.edu.it/,0,21,4,21008,Bolzano,28,70.4,62.56,79.33,65.04,27.09,0.0,81.4,18.6,18.6,88.71,90.94,Bolzano,10,Classico
IBPS09000C,GANDHI,VIA WOLF 38,http://www.iiss-gandhi-merano.it/,0,21,4,21051,Merano,0,,,,,,0.0,,,,,,Bolzano,10,Classico
IBPS01000G,EVANGELISTA TORRICELLI,VIA ROVIGO 42,http://www.torricelli.edu.it/,0,21,4,21008,Bolzano,49,78.82,72.92,85.22,78.97,27.44,0.0,89.12,10.88,12.93,85.98,82.44,Bolzano,10,Scientifico
IBPS005004,RAINERUM - SALESIANI,PZZA DOMENICANI 15,http://www.rainerum.it/,1,21,4,21008,Bolzano,18,68.59,58.22,79.86,73.88,25.6,0.0,70.91,29.09,10.91,88.97,83.63,Bolzano,10,Scientifico - Scienze applicate
IBTF020008,GALILEO GALILEI,VIA CADORNA 14,http://www.iisgalilei.eu/,0,21,4,21008,Bolzano,43,55.08,48.51,62.23,60.47,23.96,0.0,79.23,20.77,10.0,82.14,77.74,Bolzano,10,Scientifico - Scienze applicate
IBPQ02500E,GIUSEPPE TONIOLO,VIA FAGO 46,http://liceotoniolo.bz.it/,1,21,4,21008,Bolzano,26,38.59,29.57,49.58,37.57,22.75,0.0,65.0,35.0,21.25,87.54,79.54,Bolzano,10,Scientifico - Scienze applicate
IBPM020007,GIOVANNI PASCOLI,VIA DELEDDA 4,http://www.liceopascolibz.it/,0,21,4,21008,Bolzano,73,61.08,55.3,67.38,65.74,24.77,0.0,62.56,37.44,8.68,81.85,77.37,Bolzano,10,Scienze Umane
IBTE015002,SANDRO PERTINI,VIA MASO DELLA PIEVE 4F,http://www.liceopertinibz.it/,1,21,4,21008,Bolzano,44,33.17,23.62,45.42,30.16,22.34,0.0,34.85,65.15,13.64,82.57,78.4,Bolzano,10,Scienze Umane - Economico sociale
IBPL01500D,MARCELLINE,VIA DELLE MARCELLINE 1,http://www.marcellinebolzano.it/,1,21,4,21008,Bolzano,20,62.14,51.37,74.35,56.94,26.08,0.0,59.02,40.98,13.11,84.78,88.16,Bolzano,10,Linguistico
TNSD010009,SCUOLA LADINA DI FASSA,VIA SORAPERRA 6,http://www.scuoladifassa.it/,0,22,4,22250,San Giovanni di Fassa,0,,,,,,0.0,,,,,,Bolzano,10,Artistico
IBTD040007,CESARE BATTISTI,VIA CADORNA 46,http://www.itebz.it/,0,21,4,21008,Bolzano,64,39.75,32.01,48.61,44.36,22.22,0.0,37.31,62.69,8.81,84.94,75.75,Bolzano,10,Tecnico - Economico
IBTD025005,WALTHER,VIA DEGLI ARTIGIANI 31,http://www.istitutowalther.it/,1,21,4,21008,Bolzano,55,,,,,,0.0,,,,,,Bolzano,10,Tecnico - Economico
IBTL01000T,DELAI,VIA CADORNA 16A,http://www.itcatdelai.it/,0,21,4,21008,Bolzano,26,56.8,45.04,71.2,55.12,25.02,0.0,37.5,62.5,12.5,83.43,75.82,Bolzano,10,Tecnico - Tecnologico
VEPC001013,MARCO POLO,DORSODURO 1073,http://www.iismarcopololiceoartisticovenezia.gov.it/pvw/app/VELA0001/pvw_sito.php,0,27,5,27042,Venezia,40,72.63,66.27,79.42,72.04,26.79,5.61,90.98,9.02,10.66,82.77,86.27,Venezia,10,Classico
VEPC04000L,BRUNO - FRANCHETTI,CSO DEL POPOLO 82,http://istitutobrunofranchetti.gov.it/lbf/,0,27,5,27042,Venezia,58,67.37,61.83,73.3,66.97,26.13,7.89,86.29,13.71,9.71,82.23,80.0,Venezia,10,Classico
VEPC01000R,MARCO FOSCARINI,SESTIERE DI CANNAREGIO 4942,http://www.liceofoscarini.it/,0,27,5,27042,Venezia,113,66.89,62.66,71.53,65.19,26.23,7.39,85.0,15.0,13.82,88.6,86.1,Venezia,10,Classico
VEPC02500E,CAVANIS,DORSODURO 898,http://www.cavanisvenezia.it/,1,27,5,27042,Venezia,12,46.82,34.66,60.87,47.3,23.56,0.0,73.68,26.32,18.42,76.82,81.7,Venezia,10,Classico
VEPS05000A,UGO MORIN,VIA ASSEGGIANO 39,http://www.liceomorin.gov.it/,0,27,5,27042,Venezia,53,80.02,74.47,85.91,82.1,27.35,7.31,94.97,5.03,10.69,86.73,80.88,Venezia,10,Scientifico
VEPS023013,BRUNO - FRANCHETTI,CSO DEL POPOLO 82,http://istitutobrunofranchetti.gov.it/lbf/,0,27,5,27042,Venezia,75,78.89,74.11,83.88,83.61,26.9,7.81,95.56,4.44,7.11,85.48,78.9,Venezia,10,Scientifico
VEPS01000X,BENEDETTI - TOMMASEO,CASTELLO 2835,http://www.liceobenedettitommaseo.gov.it,0,27,5,27042,Venezia,68,73.38,68.41,78.82,76.95,26.38,7.86,94.17,5.83,14.56,85.37,83.33,Venezia,10,Scientifico
VEPS00500C,GIUSEPPE PARINI,VIA TORRE BELFREDO 64,http://www.istitutoparini.it/,1,27,5,27042,Venezia,0,,,,,,0.0,,,,,,Venezia,10,Scientifico
VEPS015003,CAVANIS,DORSODURO 898,http://www.cavanisvenezia.it/,1,27,5,27042,Venezia,0,,,,,,0.0,,,,,,Venezia,10,Scientifico
VEPM02000G,LUIGI STEFANINI,VIA DEL MIGLIO 30,http://www.liceistefanini.gov.it,0,27,5,27042,Venezia,35,52.79,45.56,61.24,55.17,24.05,5.68,78.3,21.7,18.87,79.46,74.74,Venezia,10,Scientifico - Scienze applicate
VEPM001017,BENEDETTI - TOMMASEO,CASTELLO 2835,http://www.liceobenedettitommaseo.gov.it,0,27,5,27042,Venezia,46,49.69,42.75,57.55,48.33,24.13,6.8,65.47,34.53,12.23,84.33,79.0,Venezia,10,Scienze Umane
PDPM002011,ALBERT EINSTEIN,VIA PARINI 10,http://www.istitutoeinstein.net/servizi/notizie/notizie_homepage.aspx,0,28,5,28065,Piove di Sacco,35,62.06,54.41,70.42,63.49,25.28,7.16,70.48,29.52,10.48,84.28,74.0,Venezia,10,Scienze Umane - Economico sociale
TVPM010001,DUCA DEGLI ABRUZZI,VIA CACCIANIGA 5,http://www.ducadegliabruzzitreviso.gov.it/,0,26,5,26086,Treviso,59,61.83,56.09,68.2,68.17,24.66,6.95,78.53,21.47,14.12,86.03,77.92,Venezia,10,Scienze Umane - Economico sociale
TVTD09000L,RICCATI - LUZZATI,PZZA DELLA VITTORIA 34,http://www.riccati-luzzatti.gov.it/it,0,26,5,26086,Treviso,37,57.98,49.46,67.13,66.07,23.99,7.53,79.73,20.27,10.81,83.83,77.33,Venezia,10,Scienze Umane - Economico sociale
TVPC48500H,GIUSEPPE MAZZINI,VIA NOALESE 17A,http://www.liceosocialemazzini.it/,1,26,5,26086,Treviso,21,29.99,19.08,43.75,25.91,22.09,7.44,54.69,45.31,18.75,83.17,77.24,Venezia,10,Scienze Umane - Economico sociale
VEPL01500T,SANTA CATERINA DA SIENA,VIA TASSINI 17,http://www.fondazionegroggia.org/santacaterina/,1,27,5,27042,Venezia,9,45.55,29.55,64.04,48.92,23.06,9.23,84.21,15.79,21.05,82.81,83.33,Venezia,10,Linguistico
VEPL4H500R,GIUSEPPE PARINI,VIA TORRE BELFREDO 64,http://www.istitutoparini.it/,1,27,5,27042,Venezia,14,35.83,21.84,54.34,34.55,22.45,0.0,47.73,52.27,18.18,81.24,75.74,Venezia,10,Linguistico
VESL01000R,MARCO POLO,DORSODURO 1073,http://www.las.provincia.venezia.it/index.htm,0,27,5,27042,Venezia,112,56.26,50.66,62.56,54.87,24.92,6.92,43.62,56.38,8.9,82.42,78.03,Venezia,10,Artistico
VESD020001,MICHELANGELO GUGGENHEIM,CAMPO DEI CARMINI DORSODURO,http://www.liceoguggenheim.gov.it,0,27,5,27042,Venezia,0,,,,,,0.0,,,,,,Venezia,10,Artistico
VETN01601N,FRANCESCO ALGAROTTI,SESTIERE DI CANNAREGIO 349351,http://www.istitutoalgarotti.it/,0,27,5,27042,Venezia,258,58.24,54.41,62.47,59.71,24.81,7.06,48.2,51.8,8.51,87.58,78.1,Venezia,10,Tecnico - Economico
VETN018019,ANDREA GRITTI,VIA MURATORI 7,http://www.istitutogritti.it/,0,27,5,27042,Venezia,173,51.54,47.0,56.68,53.91,23.9,5.99,46.26,53.74,9.6,86.49,74.43,Venezia,10,Tecnico - Economico
VETD00401D,LUIGI LUZZATTI,VIA PERLAN 17,http://www.iisluzzatti.it/istituto_istruzione_superiore_mestre/,0,27,5,27042,Venezia,17,,,,,,4.7,,,,,,Venezia,10,Tecnico - Economico
VETN745000,MARINELLI - FONTE,DORSODURO 1B,http://marinellifonte.engimveneto.org/,1,27,5,27042,Venezia,13,,,,,,5.38,,,,,,Venezia,10,Tecnico - Economico
VETF04000T,CARLO ZUCCANTE,VIA BAGLIONI 22,http://www.itiszuccante.gov.it/,0,27,5,27042,Venezia,117,62.32,57.68,67.45,66.72,24.95,5.33,65.24,34.76,11.11,84.62,73.17,Venezia,10,Tecnico - Tecnologico
VETE008018,VENDRAMIN CORNER,DORSODURO 2376,http://www.ptpvenezia.it/index.php/corner.html,0,27,5,27042,Venezia,35,54.18,46.24,63.36,57.16,24.14,5.89,64.15,35.85,14.15,87.26,78.34,Venezia,10,Tecnico - Tecnologico
VETF008013,ENRICO FERMI,SAN POLO 2360,http://www.ptpvenezia.it/,0,27,5,27042,Venezia,54,50.42,42.94,59.54,44.26,24.79,4.46,46.95,53.05,15.24,85.09,75.55,Venezia,10,Tecnico - Tecnologico
VETF01901D,ANTONIO PACINOTTI,VIA CANEVE 93,http://www.iispacinottive.it/,0,27,5,27042,Venezia,87,48.08,41.05,56.61,39.39,24.81,4.76,33.59,66.41,9.92,85.39,72.83,Venezia,10,Tecnico - Tecnologico
VETF015005,SAN MARCO,VIA DEI SALESIANI 15,http://www.issm.it/,1,27,5,27042,Venezia,68,,,,,,7.72,,,,,,Venezia,10,Tecnico - Tecnologico
VETH00801E,CINI - VENIER,CASTELLO 787A,http://www.ptpvenezia.it/,0,27,5,27042,Venezia,56,,,,,,5.18,,,,,,Venezia,10,Tecnico - Tecnologico
VETFO1500N,ABATE ZANETTI,CALLE BRIATI N 8B,http://www.abatezanetti.it/,1,27,5,27042,Venezia,11,,,,,,7.08,,,,,,Venezia,10,Tecnico - Tecnologico
BLPC00701N,TIZIANO,VIA CAVOUR 2,http://www.liceibelluno.gov.it/,0,25,5,25006,Belluno,25,82.28,74.42,90.38,88.84,27.09,8.07,92.11,7.89,5.26,87.14,70.5,Belluno,10,Classico
BLPC01500G,LOLLINO,VIA SAN PIETRO 19,http://www.diocesi.it/liceolollino/home.html,1,25,5,25006,Belluno,11,66.13,54.72,78.55,61.66,26.47,8.67,94.12,5.88,14.71,86.06,75.0,Belluno,10,Classico
BLPS020006,GIORGIO DAL PIAZ,VIA BOSCARIZ 2,http://www.liceodalpiaz.it/,0,25,5,25021,Feltre,46,92.65,86.77,98.88,91.35,29.27,7.57,94.29,5.71,10.0,84.62,78.63,Belluno,10,Scientifico
BLPS00701R,GALILEO GALILEI,VIA GREGORIO XVI 33,http://www.liceibelluno.gov.it/,0,25,5,25006,Belluno,63,88.47,83.14,94.12,89.51,28.49,7.94,87.83,12.17,9.52,86.07,77.0,Belluno,10,Scientifico
BLPS006011,FOLLADOR - DE ROSSI,VIA INSURREZIONE 19A,http://follador.edu.it/,0,25,5,25001,Agordo,11,88.4,73.28,100.0,100.0,27.22,8.7,78.26,21.74,0.0,91.39,78.8,Belluno,10,Scientifico
TVPC120008,MARCANTONIO FLAMINIO,VIA TALIN 1,http://www.liceoflaminio.gov.it/,0,26,5,26092,Vittorio Veneto,43,87.38,81.31,93.92,89.85,28.19,7.41,93.89,6.11,12.98,83.68,74.43,Belluno,10,Scientifico
TVPSN55005,DANTE ALIGHIERI,VIA TOMMASEO 10,http://www.danteinternationalcollege.com/,1,26,5,26092,Vittorio Veneto,0,,,,,,0.0,,,,,,Belluno,10,Scientifico
BLPSD7500D,ISTITUTO CANOSSIANO,VIA MONTE GRAPPA 1,http://www.istitutocanossianofeltre.org/,1,25,5,25021,Feltre,14,67.27,55.51,80.71,74.53,25.2,8.11,71.43,28.57,11.9,85.67,74.92,Belluno,10,Scientifico - Scienze applicate
BLPS54500H,LEONARDO DA VINCI,VIA OSTILIO 8,http://www.liceoleonardodavinci.com/,1,25,5,25006,Belluno,13,48.55,35.15,64.12,59.42,22.52,7.5,58.97,41.03,15.38,77.96,74.56,Belluno,10,Scientifico - Sportivo
BLPM01000L,GIUSTINA RENIER,VIA MARCHESI 71,http://www.liceirenierbl.gov.it/,0,25,5,25006,Belluno,58,67.34,61.64,73.66,72.01,25.52,6.8,80.57,19.43,14.29,85.91,79.18,Belluno,10,Scienze Umane
BLPM01500Q,ISTITUTO CANOSSIANO,VIA MONTE GRAPPA 1,http://www.istitutocanossianofeltre.org/,1,25,5,25021,Feltre,17,45.47,35.47,56.59,52.07,22.66,6.0,82.35,17.65,15.69,83.81,77.78,Belluno,10,Scienze Umane
BLPMMN5000,LEONARDO DA VINCI,VIA OSTILIO 8,http://www.liceoleonardodavinci.com,1,25,5,25006,Belluno,0,,,,,,0.0,,,,,,Belluno,10,Scienze Umane - Economico sociale
