cod_scuola,tasso_precariato_docenti_pct,pct_tempo_indeterminato,fasce_eta_tempo_determinato,fasce_eta_tempo_indeterminato,anno_scolastico_personale,trasferiti_pct_scuola,trasferiti_pct_regione,trasferiti_pct_italia,pensionati_pct_scuola,pensionati_pct_regione,pensionati_pct_italia
FEPM00701X,22.0,77.9,"[8.0, 8.5, 3.5, 2.0]","[6.0, 10.1, 28.6, 33.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.2,5.5,6.0,4.3,3.1,3.6
PDSD02301B,14.700000000000001,85.2,"[2.2, 5.9, 4.4, 2.2]","[6.7, 25.9, 22.2, 30.4]",Docenti per fasce di età (%) (A.S. 2025/26),0.9,5.8,6.0,0.9,3.8,3.6
ROTD01101B,22.2,77.8,"[9.5, 4.0, 6.3, 2.4]","[9.5, 16.7, 23.8, 27.8]",Docenti per fasce di età (%) (A.S. 2025/26),7.8,5.8,6.0,2.7,3.8,3.6
PDTD00701V,26.0,74.1,"[9.9, 6.9, 6.1, 3.1]","[7.6, 17.6, 27.5, 21.4]",Docenti per fasce di età (%) (A.S. 2025/26),9.7,5.8,6.0,5.4,3.8,3.6
PDTD02401L,30.8,69.2,"[12.3, 10.8, 1.5, 6.2]","[4.6, 12.3, 13.8, 38.5]",Docenti per fasce di età (%) (A.S. 2025/26),8.5,5.8,6.0,2.1,3.8,3.6
ROTD00801G,33.1,66.8,"[14.5, 7.6, 8.7, 2.3]","[8.7, 11.6, 19.8, 26.7]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,5.8,6.0,3.7,3.8,3.6
PDTD01101E,,,,,,,,,,,
ROTF01000R,,,,,,,,,,,
ROTA01201R,17.799999999999997,82.10000000000001,"[5.6, 6.6, 4.6, 1.0]","[6.1, 16.3, 25.0, 34.7]",Docenti per fasce di età (%) (A.S. 2025/26),0.7,5.8,6.0,7.3,3.8,3.6
ROTL01201N,17.799999999999997,82.10000000000001,"[5.6, 6.6, 4.6, 1.0]","[6.1, 16.3, 25.0, 34.7]",Docenti per fasce di età (%) (A.S. 2025/26),0.7,5.8,6.0,7.3,3.8,3.6
TVPC01000R,12.2,87.7,"[1.0, 5.1, 5.1, 1.0]","[1.0, 8.2, 21.4, 57.1]",Docenti per fasce di età (%) (A.S. 2025/26),3.5,5.8,6.0,2.3,3.8,3.6
TVPC01500X,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TVPS01000X,10.8,89.2,"[4.5, 4.5, 1.8, 0.0]","[6.3, 7.2, 24.3, 51.4]",Docenti per fasce di età (%) (A.S. 2025/26),2.0,5.8,6.0,5.9,3.8,3.6
TVPS015003,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TVTF04000T,16.8,83.3,"[8.4, 2.8, 2.8, 2.8]","[6.3, 16.1, 25.2, 35.7]",Docenti per fasce di età (%) (A.S. 2025/26),2.6,5.8,6.0,3.6,3.8,3.6
TVPS57500F,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TVPM02000G,27.400000000000002,72.60000000000001,"[8.8, 11.5, 6.2, 0.9]","[2.7, 22.1, 17.7, 30.1]",Docenti per fasce di età (%) (A.S. 2025/26),7.7,5.8,6.0,1.3,3.8,3.6
TVPS04000Q,17.0,83.0,"[4.0, 8.0, 3.0, 2.0]","[1.0, 16.0, 23.0, 43.0]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,5.8,6.0,3.7,3.8,3.6
VEPMLV5000,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TVPL08500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TVPL005007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TVSL01000R,13.1,86.9,"[3.0, 5.1, 4.0, 1.0]","[2.0, 19.2, 29.3, 36.4]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.8,6.0,3.5,3.8,3.6
TVTN01000N,14.7,85.2,"[7.7, 4.5, 1.9, 0.6]","[2.6, 13.5, 23.9, 45.2]",Docenti per fasce di età (%) (A.S. 2025/26),3.2,5.8,6.0,4.0,3.8,3.6
TVTF010002,,,,,,,,,,,
TVTB205003,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TVTL01901N,28.400000000000002,71.5,"[10.9, 8.8, 5.8, 2.9]","[11.7, 12.4, 19.7, 27.7]",Docenti per fasce di età (%) (A.S. 2025/26),3.3,5.8,6.0,3.4,3.8,3.6
VRPC020003,8.1,91.8,"[3.1, 2.0, 2.0, 1.0]","[2.0, 8.2, 20.4, 61.2]",Docenti per fasce di età (%) (A.S. 2025/26),3.4,5.8,6.0,3.3,3.8,3.6
VRPC03000N,12.5,87.5,"[6.8, 2.3, 0.0, 3.4]","[3.4, 12.5, 22.7, 48.9]",Docenti per fasce di età (%) (A.S. 2025/26),1.3,5.8,6.0,1.3,3.8,3.6
VRPC01500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPC04500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPC025006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPS020006,12.5,87.6,"[4.8, 4.8, 1.9, 1.0]","[3.8, 16.2, 30.5, 37.1]",Docenti per fasce di età (%) (A.S. 2025/26),2.3,5.8,6.0,6.8,3.8,3.6
VRPS04000B,7.5,92.5,"[2.1, 1.1, 4.3, 0.0]","[7.4, 10.6, 20.2, 54.3]",Docenti per fasce di età (%) (A.S. 2025/26),2.3,5.8,6.0,4.4,3.8,3.6
VRPS03000R,11.700000000000001,88.3,"[3.2, 2.1, 3.2, 3.2]","[3.2, 17.0, 18.1, 50.0]",Docenti per fasce di età (%) (A.S. 2025/26),11.0,5.8,6.0,2.4,3.8,3.6
VRPS055005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPS11000C,,,,,,,,,,,
VRPS025009,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPS005004,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPS09500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPS01500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPSEM5005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPS3P500M,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPM01000L,21.5,78.5,"[6.6, 9.4, 4.4, 1.1]","[3.3, 14.9, 26.0, 34.3]",Docenti per fasce di età (%) (A.S. 2025/26),2.9,5.8,6.0,3.5,3.8,3.6
VRPM27500E,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPM01500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPM055006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPL06500E,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRPL01500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRSL03000N,24.8,75.1,"[5.9, 11.2, 4.7, 3.0]","[4.1, 10.7, 20.7, 39.6]",Docenti per fasce di età (%) (A.S. 2025/26),6.2,5.8,6.0,6.2,3.8,3.6
VRSL01500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRTD06000C,,,,,,,,,,,
VRTD10000N,25.7,74.4,"[7.0, 10.5, 7.0, 1.2]","[0.0, 15.1, 16.3, 43.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.9,5.8,6.0,6.5,3.8,3.6
VRTD05000T,13.299999999999999,86.6,"[6.1, 2.4, 2.4, 2.4]","[2.4, 15.9, 31.7, 36.6]",Docenti per fasce di età (%) (A.S. 2025/26),1.4,5.8,6.0,2.7,3.8,3.6
VRTD13000D,16.0,83.89999999999999,"[6.9, 2.3, 3.4, 3.4]","[4.6, 8.0, 23.0, 48.3]",Docenti per fasce di età (%) (A.S. 2025/26),5.4,5.8,6.0,5.6,3.8,3.6
VRTD04500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRTN01500C,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRTL01000T,29.7,70.2,"[7.7, 8.9, 10.7, 2.4]","[14.9, 14.3, 21.4, 19.6]",Docenti per fasce di età (%) (A.S. 2025/26),5.2,5.8,6.0,2.1,3.8,3.6
VRTF03000V,17.9,82.1,"[4.7, 6.3, 3.7, 3.2]","[6.8, 19.5, 23.2, 32.6]",Docenti per fasce di età (%) (A.S. 2025/26),7.3,5.8,6.0,2.1,3.8,3.6
VRTF01000N,,,,,,,,,,,
VRTF265002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VRTF005006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VIPC02000P,17.700000000000003,82.2,"[3.7, 5.2, 4.4, 4.4]","[14.8, 14.8, 20.0, 32.6]",Docenti per fasce di età (%) (A.S. 2025/26),5.1,5.8,6.0,4.0,3.8,3.6
VIPC010004,16.7,83.3,"[4.2, 8.3, 2.8, 1.4]","[3.5, 11.8, 21.5, 46.5]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.8,6.0,6.1,3.8,3.6
PDPS01301A,19.2,80.9,"[10.1, 3.0, 6.1, 0.0]","[10.1, 17.2, 27.3, 26.3]",Docenti per fasce di età (%) (A.S. 2025/26),5.0,5.8,6.0,2.6,3.8,3.6
VIPS02000T,7.9,92.2,"[4.7, 1.6, 0.0, 1.6]","[9.4, 17.2, 23.4, 42.2]",Docenti per fasce di età (%) (A.S. 2025/26),3.6,5.8,6.0,5.4,3.8,3.6
VIPS05000N,13.7,86.4,"[6.0, 3.4, 2.6, 1.7]","[2.6, 10.3, 25.6, 47.9]",Docenti per fasce di età (%) (A.S. 2025/26),2.0,5.8,6.0,5.9,3.8,3.6
VIPS3I500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VIPM010008,12.3,87.8,"[6.9, 2.3, 2.3, 0.8]","[6.1, 16.0, 27.5, 38.2]",Docenti per fasce di età (%) (A.S. 2025/26),6.3,5.8,6.0,2.6,3.8,3.6
VIPS01500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VIPM01500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VIPLVN5005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VIPL015005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VISL01901G,14.6,85.4,"[6.1, 4.9, 3.0, 0.6]","[5.5, 20.7, 23.2, 36.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.9,5.8,6.0,2.9,3.8,3.6
VISL01301L,40.2,59.8,"[9.9, 14.1, 11.3, 4.9]","[2.1, 16.2, 22.5, 19.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.8,5.8,6.0,0.0,3.8,3.6
VITD09000X,20.2,79.7,"[7.1, 7.1, 4.0, 2.0]","[3.0, 11.1, 22.2, 43.4]",Docenti per fasce di età (%) (A.S. 2025/26),1.5,5.8,6.0,3.1,3.8,3.6
VITD010003,18.0,82.1,"[3.0, 4.5, 7.5, 3.0]","[1.5, 11.9, 26.9, 41.8]",Docenti per fasce di età (%) (A.S. 2025/26),6.1,5.8,6.0,7.7,3.8,3.6
VITD016013,32.7,67.4,"[12.8, 10.7, 6.1, 3.1]","[8.2, 16.3, 18.9, 24.0]",Docenti per fasce di età (%) (A.S. 2025/26),3.1,5.8,6.0,3.3,3.8,3.6
VITF02000X,15.1,85.0,"[6.5, 3.3, 2.0, 3.3]","[3.3, 13.7, 22.2, 45.8]",Docenti per fasce di età (%) (A.S. 2025/26),0.8,5.8,6.0,3.2,3.8,3.6
VITE019012,14.6,85.4,"[6.1, 4.9, 3.0, 0.6]","[5.5, 20.7, 23.2, 36.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.9,5.8,6.0,2.9,3.8,3.6
VITL013012,40.2,59.8,"[9.9, 14.1, 11.3, 4.9]","[2.1, 16.2, 22.5, 19.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.8,5.8,6.0,0.0,3.8,3.6
VITL03500T,,,,,,,,,,,
TSPC00401R,22.599999999999998,77.4,"[6.7, 8.7, 4.1, 3.1]","[6.7, 16.9, 25.6, 28.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.9,4.7,6.0,0.0,3.6,3.6
TSPC02000N,15.299999999999999,84.8,"[3.8, 5.1, 1.3, 5.1]","[2.5, 6.3, 16.5, 59.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.5,4.7,6.0,5.9,3.6,3.6
TSPS010006,20.6,79.5,"[2.6, 2.6, 10.3, 5.1]","[7.7, 7.7, 20.5, 43.6]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,4.7,6.0,3.0,3.6,3.6
TSPS03000B,9.5,90.6,"[4.7, 1.2, 1.2, 2.4]","[7.1, 10.6, 23.5, 49.4]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,4.7,6.0,5.1,3.6,3.6
TSPS02000R,9.8,90.2,"[4.9, 3.7, 1.2, 0.0]","[6.2, 17.3, 24.7, 42.0]",Docenti per fasce di età (%) (A.S. 2025/26),2.8,4.7,6.0,6.7,3.6,3.6
GOPS009017,17.7,82.4,"[5.9, 5.9, 3.5, 2.4]","[1.2, 20.0, 16.5, 44.7]",Docenti per fasce di età (%) (A.S. 2025/26),1.5,4.7,6.0,4.4,3.6,3.6
TSPM004011,22.599999999999998,77.4,"[6.7, 8.7, 4.1, 3.1]","[6.7, 16.9, 25.6, 28.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.9,4.7,6.0,0.0,3.6,3.6
TSPM02000T,33.3,66.6,"[11.1, 14.8, 3.7, 3.7]","[0.0, 18.5, 22.2, 25.9]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,4.7,6.0,6.3,3.6,3.6
GOSD007012,29.8,70.2,"[13.5, 9.6, 3.8, 2.9]","[2.9, 13.5, 28.8, 25.0]",Docenti per fasce di età (%) (A.S. 2025/26),7.7,4.7,6.0,6.5,3.6,3.6
TSSD01000L,24.7,75.2,"[6.8, 11.0, 5.5, 1.4]","[2.7, 16.4, 20.5, 35.6]",Docenti per fasce di età (%) (A.S. 2025/26),6.1,4.7,6.0,2.0,3.6,3.6
TSTD001018,21.3,78.69999999999999,"[6.3, 7.5, 2.9, 4.6]","[4.0, 13.2, 24.7, 36.8]",Docenti per fasce di età (%) (A.S. 2025/26),4.4,4.7,6.0,2.3,3.6,3.6
TSTD030007,58.3,41.599999999999994,"[37.5, 8.3, 0.0, 12.5]","[0.0, 8.3, 0.0, 33.3]",Docenti per fasce di età (%) (A.S. 2025/26),8.3,4.7,6.0,8.3,3.6,3.6
TSTL01000C,,,,,,,,,,,
TSTF003016,30.400000000000002,69.5,"[19.6, 6.5, 4.3, 0.0]","[4.3, 19.6, 23.9, 21.7]",Docenti per fasce di età (%) (A.S. 2025/26),3.1,4.7,6.0,0.0,3.6,3.6
TSTF010008,20.1,79.9,"[9.7, 3.2, 4.0, 3.2]","[8.1, 12.9, 27.4, 31.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,4.7,6.0,1.2,3.6,3.6
TSTH00201T,30.9,69.0,"[9.7, 7.1, 8.8, 5.3]","[8.8, 12.4, 23.0, 24.8]",Docenti per fasce di età (%) (A.S. 2025/26),6.4,4.7,6.0,3.9,3.6,3.6
GOPC00101D,13.3,86.7,"[6.2, 4.4, 0.9, 1.8]","[5.3, 7.1, 27.4, 46.9]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,4.7,6.0,4.3,3.6,3.6
GOPC002019,27.799999999999997,72.3,"[19.4, 2.8, 5.6, 0.0]","[8.3, 5.6, 30.6, 27.8]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,4.7,6.0,0.0,3.6,3.6
UDPS01301R,27.6,72.4,"[8.5, 8.5, 6.8, 3.8]","[7.7, 20.0, 20.0, 24.7]",Docenti per fasce di età (%) (A.S. 2025/26),4.0,4.7,6.0,3.4,3.6,3.6
GOPS00101L,13.3,86.7,"[6.2, 4.4, 0.9, 1.8]","[5.3, 7.1, 27.4, 46.9]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,4.7,6.0,4.3,3.6,3.6
GOTE00701V,29.8,70.2,"[13.5, 9.6, 3.8, 2.9]","[2.9, 13.5, 28.8, 25.0]",Docenti per fasce di età (%) (A.S. 2025/26),7.7,4.7,6.0,6.5,3.6,3.6
GOPM00201D,27.799999999999997,72.3,"[19.4, 2.8, 5.6, 0.0]","[8.3, 5.6, 30.6, 27.8]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,4.7,6.0,0.0,3.6,3.6
GOPM00101N,13.3,86.7,"[6.2, 4.4, 0.9, 1.8]","[5.3, 7.1, 27.4, 46.9]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,4.7,6.0,4.3,3.6,3.6
GOTD008017,,,,,,,,,,,
GOTD00401X,31.599999999999998,68.6,"[22.9, 2.9, 2.9, 2.9]","[11.4, 5.7, 22.9, 28.6]",Docenti per fasce di età (%) (A.S. 2025/26),4.2,4.7,6.0,4.3,3.6,3.6
GOTF00801D,,,,,,,,,,,
GOTF004016,31.599999999999998,68.6,"[22.9, 2.9, 2.9, 2.9]","[11.4, 5.7, 22.9, 28.6]",Docenti per fasce di età (%) (A.S. 2025/26),4.2,4.7,6.0,4.3,3.6,3.6
TVPC01101N,33.8,66.2,"[14.6, 9.9, 7.3, 2.0]","[12.6, 16.6, 13.2, 23.8]",Docenti per fasce di età (%) (A.S. 2025/26),11.5,5.8,6.0,7.0,3.8,3.6
PNPC00101B,15.4,84.6,"[7.7, 4.5, 2.6, 0.6]","[7.7, 6.4, 29.5, 41.0]",Docenti per fasce di età (%) (A.S. 2025/26),0.8,4.7,6.0,3.9,3.6,3.6
VEPC050007,23.9,76.1,"[10.6, 7.1, 4.4, 1.8]","[6.2, 10.6, 25.7, 33.6]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,5.8,6.0,2.5,3.8,3.6
PNPS010008,14.5,85.5,"[3.8, 4.6, 3.8, 2.3]","[2.3, 11.5, 29.0, 42.7]",Docenti per fasce di età (%) (A.S. 2025/26),0.9,4.7,6.0,0.9,3.6,3.6
PNPS03500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
PNPS00101E,15.4,84.6,"[7.7, 4.5, 2.6, 0.6]","[7.7, 6.4, 29.5, 41.0]",Docenti per fasce di età (%) (A.S. 2025/26),0.8,4.7,6.0,3.9,3.6,3.6
PNPS9G5000,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
PNPS003016,35.2,64.9,"[14.9, 5.4, 9.5, 5.4]","[9.5, 18.9, 20.3, 16.2]",Docenti per fasce di età (%) (A.S. 2025/26),6.8,4.7,6.0,2.4,3.6,3.6
TVPS035008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
PNPQ00201G,16.8,83.2,"[5.9, 3.0, 5.9, 2.0]","[7.9, 12.9, 22.8, 39.6]",Docenti per fasce di età (%) (A.S. 2025/26),4.8,4.7,6.0,2.4,3.6,3.6
VEPM030006,22.900000000000002,77.1,"[3.1, 10.4, 5.2, 4.2]","[3.1, 11.5, 22.9, 39.6]",Docenti per fasce di età (%) (A.S. 2025/26),2.5,5.8,6.0,7.6,3.8,3.6
PNPM00201B,16.8,83.2,"[5.9, 3.0, 5.9, 2.0]","[7.9, 12.9, 22.8, 39.6]",Docenti per fasce di età (%) (A.S. 2025/26),4.8,4.7,6.0,2.4,3.6,3.6
TVSL006016,,,,,,,,,,,
PNSD020009,36.6,63.6,"[8.6, 14.0, 10.8, 3.2]","[1.1, 10.8, 23.7, 28.0]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,4.7,6.0,2.0,3.6,3.6
PNTD01201R,32.8,67.3,"[11.7, 9.3, 6.2, 5.6]","[6.8, 9.9, 17.9, 32.7]",Docenti per fasce di età (%) (A.S. 2025/26),6.8,4.7,6.0,7.1,3.6,3.6
PNTN008013,35.8,64.2,"[17.2, 10.4, 5.2, 3.0]","[5.2, 9.0, 24.6, 25.4]",Docenti per fasce di età (%) (A.S. 2025/26),9.6,4.7,6.0,0.0,3.6,3.6
PNTF01000A,10.5,89.4,"[3.7, 3.7, 2.5, 0.6]","[5.0, 11.8, 24.8, 47.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.1,4.7,6.0,5.7,3.6,3.6
PNTL01000E,,,,,,,,,,,
PNTF009017,42.5,57.5,"[14.2, 13.2, 9.4, 5.7]","[7.5, 11.3, 15.1, 23.6]",Docenti per fasce di età (%) (A.S. 2025/26),18.2,4.7,6.0,3.1,3.6,3.6
UDPC010005,6.4,93.7,"[2.1, 4.3, 0.0, 0.0]","[0.0, 6.4, 27.7, 59.6]",Docenti per fasce di età (%) (A.S. 2025/26),2.3,4.7,6.0,6.8,3.6,3.6
UDPM040005,25.1,74.7,"[11.0, 6.3, 4.7, 3.1]","[4.7, 12.6, 28.3, 29.1]",Docenti per fasce di età (%) (A.S. 2025/26),3.3,4.7,6.0,4.4,3.6,3.6
UDPC00500N,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
UDPS05000P,5.0,95.0,"[0.0, 1.0, 3.0, 1.0]","[1.0, 6.9, 27.7, 59.4]",Docenti per fasce di età (%) (A.S. 2025/26),5.0,4.7,6.0,2.0,3.6,3.6
UDPS010008,5.5,94.4,"[2.8, 0.9, 1.8, 0.0]","[7.3, 11.9, 37.6, 37.6]",Docenti per fasce di età (%) (A.S. 2025/26),1.0,4.7,6.0,5.9,3.6,3.6
UDPS016018,10.6,89.4,"[2.7, 3.1, 2.4, 2.4]","[4.5, 9.6, 26.8, 48.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,4.7,6.0,4.3,3.6,3.6
UDPS0G500U,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
UDPSBD500N,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
UDPM010009,21.9,78.0,"[5.8, 7.3, 4.4, 4.4]","[3.6, 9.5, 22.6, 42.3]",Docenti per fasce di età (%) (A.S. 2025/26),1.9,4.7,6.0,4.7,3.6,3.6
UDPLO3500Z,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
UDTD010004,12.399999999999999,87.6,"[4.1, 3.3, 2.5, 2.5]","[0.0, 12.4, 24.8, 50.4]",Docenti per fasce di età (%) (A.S. 2025/26),1.9,4.7,6.0,7.7,3.6,3.6
UDTD02000P,,,,,,,,,,,
UDTN01701T,28.0,72.0,"[8.2, 11.1, 5.8, 2.9]","[1.2, 14.6, 19.9, 36.3]",Docenti per fasce di età (%) (A.S. 2025/26),2.4,4.7,6.0,4.0,3.6,3.6
UDTL01000E,27.7,72.3,"[8.0, 8.6, 8.6, 2.5]","[5.5, 13.5, 28.8, 24.5]",Docenti per fasce di età (%) (A.S. 2025/26),9.7,4.7,6.0,3.0,3.6,3.6
UDTF01601A,10.6,89.4,"[2.7, 3.1, 2.4, 2.4]","[4.5, 9.6, 26.8, 48.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,4.7,6.0,4.3,3.6,3.6
UDTF00500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
GEPC020009,15.600000000000001,84.3,"[5.2, 5.2, 4.2, 1.0]","[5.2, 14.6, 20.8, 43.7]",Docenti per fasce di età (%) (A.S. 2025/26),3.7,5.3,6.0,2.5,3.5,3.6
GEPC04000E,27.0,73.0,"[9.0, 7.0, 8.0, 3.0]","[4.0, 15.0, 20.0, 34.0]",Docenti per fasce di età (%) (A.S. 2025/26),5.6,5.3,6.0,5.5,3.5,3.6
GEPC01000P,6.5,93.4,"[2.6, 1.3, 0.0, 2.6]","[0.0, 19.7, 17.1, 56.6]",Docenti per fasce di età (%) (A.S. 2025/26),4.1,5.3,6.0,4.1,3.5,3.6
GEPS07000D,10.2,89.69999999999999,"[3.1, 1.0, 5.1, 1.0]","[7.1, 19.4, 21.4, 41.8]",Docenti per fasce di età (%) (A.S. 2025/26),3.4,5.3,6.0,4.7,3.5,3.6
GEPS030003,7.3,92.4,"[3.7, 1.2, 1.2, 1.2]","[1.2, 16.2, 15.0, 60.0]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,5.3,6.0,4.1,3.5,3.6
GEPS080004,27.4,72.7,"[6.6, 12.3, 8.5, 0.0]","[8.5, 10.4, 25.5, 28.3]",Docenti per fasce di età (%) (A.S. 2025/26),2.8,5.3,6.0,0.0,3.5,3.6
GEPS050008,6.4,93.8,"[1.1, 1.1, 4.2, 0.0]","[7.4, 23.2, 27.4, 35.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.2,5.3,6.0,3.3,3.5,3.6
GEPS02000C,18.5,81.4,"[5.7, 5.7, 5.7, 1.4]","[11.4, 15.7, 25.7, 28.6]",Docenti per fasce di età (%) (A.S. 2025/26),1.8,5.3,6.0,8.9,3.5,3.6
GEPS04500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
GEPS01000T,18.9,81.0,"[5.4, 0.0, 8.1, 5.4]","[5.4, 10.8, 29.7, 35.1]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.3,6.0,0.0,3.5,3.6
GEPS70500C,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
GEPM05500C,,,,,,,,,,,
GEPS07500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
GETF014018,19.9,80.2,"[6.3, 4.8, 5.6, 3.2]","[15.1, 12.7, 23.8, 28.6]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,5.3,6.0,4.4,3.5,3.6
GETF01801G,27.0,73.0,"[4.6, 11.2, 6.6, 4.6]","[5.9, 17.8, 18.4, 30.9]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,5.3,6.0,3.0,3.5,3.6
GEPC085004,,,,,,,,,,,
GEPM030004,25.2,74.9,"[9.8, 9.1, 3.5, 2.8]","[5.6, 16.8, 21.0, 31.5]",Docenti per fasce di età (%) (A.S. 2025/26),5.9,5.3,6.0,1.0,3.5,3.6
GEPM04000P,40.699999999999996,59.300000000000004,"[13.6, 14.0, 9.7, 3.4]","[9.3, 21.6, 13.1, 15.3]",Docenti per fasce di età (%) (A.S. 2025/26),5.2,5.3,6.0,3.1,3.5,3.6
GEPMN4500Z,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
GEPMAH500O,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
GETL007019,24.5,75.4,"[4.4, 10.5, 6.1, 3.5]","[8.8, 17.5, 21.9, 27.2]",Docenti per fasce di età (%) (A.S. 2025/26),5.7,5.3,6.0,4.1,3.5,3.6
GEPL01500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
GETD00301G,20.299999999999997,79.7,"[2.3, 12.2, 4.1, 1.7]","[4.7, 16.3, 20.9, 37.8]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,5.3,6.0,6.0,3.5,3.6
SVSL00801R,16.6,83.4,"[5.0, 5.8, 2.5, 3.3]","[2.5, 14.0, 19.8, 47.1]",Docenti per fasce di età (%) (A.S. 2025/26),4.1,5.3,6.0,5.9,3.5,3.6
GESL01000P,28.2,71.8,"[3.9, 12.5, 7.1, 4.7]","[4.3, 16.9, 24.3, 26.3]",Docenti per fasce di età (%) (A.S. 2025/26),3.4,5.3,6.0,1.7,3.5,3.6
GESD010008,,,,,,,,,,,
